# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0	0	0	0	0	0	0.0
0.00345568334616	0.00204498977505	1	0	0	0	0	0.0
0.0061376229877	0.0040899795501	2	0	0	0	0	0.0
0.00760881901793	0.00613496932515	3	0	0	0	0	0.0
0.012873284083	0.0081799591002	4	0	0	0	0	0.0
0.0147643958872	0.0102249488753	5	0	0	0	0	0.0
0.0150185832484	0.0122699386503	6	0	0	0	0	0.0
0.0152150513924	0.0143149284254	7	0	0	0	0	0.0
0.0152279647365	0.0163599182004	8	0	0	0	0	0.0
0.0254004370958	0.0184049079755	9	0	0	0	0	0.0
0.0257032245431	0.0204498977505	10	0	0	0	0	0.0
0.0276291943768	0.0224948875256	11	0	0	0	0	0.0
0.0307169544779	0.0245398773006	12	0	0	0	0	0.0
0.0347857602784	0.0265848670757	13	0	0	0	0	0.0
0.039022759724	0.0286298568507	14	0	0	0	0	0.0
0.0434797581083	0.0306748466258	15	0	0	0	0	0.0
0.0485570301586	0.0327198364008	16	0	0	0	0	0.0
0.0503635971257	0.0347648261759	17	0	0	0	0	0.0
0.0514549755264	0.0368098159509	18	0	0	0	0	0.0
0.0519893575838	0.038854805726	19	0	0	0	0	0.0
0.0730418612656	0.040899795501	20	0	0	0	0	0.0
0.0734737171811	0.040899795501	21	0	0	0	0	0.0
0.0779101639556	0.0429447852761	22	0	0	0	0	0.0
0.0825922035951	0.0449897750511	23	0	0	0	0	0.0
0.0830260311921	0.0470347648262	24	0	0	0	0	0.0
0.0869044826288	0.0490797546012	25	0	0	0	0	0.0
0.0882231589785	0.0511247443763	26	0	0	0	0	0.0
0.0899070947163	0.0531697341513	27	0	0	0	0	0.0
0.0910070376529	0.0552147239264	28	0	0	0	0	0.0
0.0926194275699	0.0572597137014	29	0	0	0	0	0.0
0.0963177576588	0.0593047034765	30	0	0	0	0	0.0
0.102281721261	0.0613496932515	31	0	0	0	0	0.0
0.103571635688	0.0633946830266	32	0	0	0	0	0.0
0.103699565005	0.0654396728016	33	0	0	0	0	0.0
0.107481482039	0.0633946830266	34	0	0	0	0	0.0
0.107518555913	0.0654396728016	35	0	0	0	0	0.0
0.107862039867	0.0674846625767	36	0	0	0	0	0.0
0.113264926058	0.0695296523517	37	0	0	0	0	0.0
0.117557619792	0.0715746421268	38	0	0	0	0	0.0
0.119314449547	0.0736196319018	39	0	0	0	0	0.0
0.122777997724	0.0756646216769	40	0	0	0	0	0.0
0.122845775622	0.0777096114519	41	0	0	0	0	0.0
0.124411653417	0.079754601227	42	0	0	0	0	0.0
0.13091765178	0.081799591002	43	0	0	0	0	0.0
0.131932847844	0.079754601227	44	0	0	0	0	0.0
0.132368467273	0.081799591002	45	0	0	0	0	0.0
0.132999932752	0.0838445807771	46	0	0	0	0	0.0
0.134253317237	0.0858895705521	47	0	0	0	0	0.0
0.134719561748	0.0879345603272	48	0	0	0	0	0.0
0.141765383729	0.0858895705521	49	0	0	0	0	0.0
0.150862746645	0.0879345603272	50	0	0	0	0	0.0
0.157801383053	0.0899795501022	51	0	0	0	0	0.0
0.168360117831	0.0920245398773	52	0	0	0	0	0.0
0.169732089797	0.0940695296524	53	0	0	0	0	0.0
0.170699318177	0.0961145194274	54	0	0	0	0	0.0
0.171189387889	0.0981595092025	55	0	0	0	0	0.0
0.171739087611	0.100204498978	56	0	0	0	0	0.0
0.173529443378	0.0981595092025	57	0	0	0	0	0.0
0.1756527879	0.100204498978	58	0	0	0	0	0.0
0.177043151312	0.102249488753	59	0	0	0	0	0.0
0.18285663771	0.104294478528	60	0	0	0	0	0.0
0.191355104333	0.106339468303	61	0	0	0	0	0.0
0.20311122497	0.108384458078	62	0	0	0	0	0.0
0.205674687803	0.110429447853	63	0	0	0	0	0.0
0.206769218808	0.112474437628	64	0	0	0	0	0.0
0.209827915777	0.114519427403	65	0	0	0	0	0.0
0.210158711334	0.116564417178	66	0	0	0	0	0.0
0.214611657322	0.118609406953	67	0	0	0	0	0.0
